fig_no	function	contig	start	stop	position	rank	my_status	pp	Final_status	start of attL	end of attL	start of attR	end of attR	sequence of attL	sequence of attR	Reason for att site
MHLIDFIL_00002	Homoserine kinase	U00096.2	2801	3733	1	0.0	0	0	0
MHLIDFIL_00003	Threonine synthase	U00096.2	3734	5020	2	0.0	0	0	0
MHLIDFIL_00004	hypothetical protein	U00096.2	5234	5530	3	0.0	0	0.5	0
MHLIDFIL_00005	Peroxide stress resistance protein YaaA	U00096.2	6459	5683	4	0.0	0	0	0
MHLIDFIL_00006	Amino-acid carrier protein AlsT	U00096.2	7959	6529	5	0.0	0	0	0
MHLIDFIL_00007	Transaldolase B	U00096.2	8238	9191	6	0.0	0	0	0
MHLIDFIL_00008	Molybdopterin adenylyltransferase	U00096.2	9306	9893	7	0.0	0	0	0
MHLIDFIL_00009	Succinate-acetate/proton symporter SatP	U00096.2	10494	9928	8	0.0	0	0	0
MHLIDFIL_00010	hypothetical protein	U00096.2	11356	10643	9	0.0	0	0.5	0
MHLIDFIL_00011	hypothetical protein	U00096.2	11786	11382	10	0.0	0	0.5	0
MHLIDFIL_00012	Chaperone protein DnaK	U00096.2	12163	14079	11	0.0	0	0	0
MHLIDFIL_00013	Chaperone protein DnaJ	U00096.2	14168	15298	12	0.0	0	0	0
MHLIDFIL_00014	IS4 family transposase IS421	U00096.2	15445	16557	13	0.0	0	0.5	0
MHLIDFIL_00015	hypothetical protein	U00096.2	16580	16720	14	0.0	0	0.5	0
MHLIDFIL_00016	Toxic protein HokC	U00096.2	16903	16751	15	0.0	0	0	0
MHLIDFIL_00017	Na(+)/H(+) antiporter NhaA	U00096.2	17489	18655	16	0.0	0	0	0
MHLIDFIL_00018	Transcriptional activator protein NhaR	U00096.2	18721	19620	17	0.0	0	0	0
MHLIDFIL_00019	IS1 family transposase IS1A	U00096.2	20188	19811	18	0.0	0	0.5	0
MHLIDFIL_00020	IS1 family transposase IS1A	U00096.2	20508	20233	19	0.0	0	0.5	0
MHLIDFIL_00021	30S ribosomal protein S20	U00096.2	21078	20815	20	0.0	0	0	0
MHLIDFIL_00022	Bifunctional riboflavin kinase/FMN adenylyltransferase	U00096.2	21407	22348	21	0.0	0	0	0
MHLIDFIL_00023	Isoleucine--tRNA ligase	U00096.2	22391	25207	22	0.0	0	0	0
MHLIDFIL_00024	Lipoprotein signal peptidase	U00096.2	25207	25701	23	0.0	0	0	0
MHLIDFIL_00025	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase	U00096.2	25826	26275	24	0.0	0	0	0
MHLIDFIL_00026	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	U00096.2	26277	27227	25	0.0	0	0	0
MHLIDFIL_00027	Non-specific ribonucleoside hydrolase RihC	U00096.2	27293	28207	26	0.0	0	0	0
MHLIDFIL_00028	4-hydroxy-tetrahydrodipicolinate reductase	U00096.2	28374	29195	27	6.666666666666667e-05	0	0	0
MHLIDFIL_00029	Carbamoyl-phosphate synthase small chain	U00096.2	29651	30799	28	6.666666666666667e-05	0	0	0
MHLIDFIL_00030	Carbamoyl-phosphate synthase large chain	U00096.2	30817	34038	29	6.666666666666667e-05	0	0	0
MHLIDFIL_00031	hypothetical protein	U00096.2	34300	34695	30	6.666666666666667e-05	0	0.5	0
MHLIDFIL_00032	Protein YrdA	U00096.2	35371	34781	31	6.666666666666667e-05	0	0	0
MHLIDFIL_00033	Carnitinyl-CoA dehydratase	U00096.2	36162	35377	32	6.666666666666667e-05	0	0	0
MHLIDFIL_00034	Crotonobetaine/carnitine--CoA ligase	U00096.2	37824	36271	33	6.666666666666667e-05	0	0	0
MHLIDFIL_00035	L-carnitine CoA-transferase	U00096.2	39115	37898	34	6.666666666666667e-05	0	0	0
MHLIDFIL_00036	Crotonobetainyl-CoA reductase	U00096.2	40386	39244	35	6.666666666666667e-05	0	0	0
MHLIDFIL_00037	L-carnitine/gamma-butyrobetaine antiporter	U00096.2	41931	40417	36	6.666666666666667e-05	0	0	0
MHLIDFIL_00038	Protein FixA	U00096.2	42403	43173	37	6.666666666666667e-05	0	0	0
MHLIDFIL_00039	Protein FixB	U00096.2	43188	44129	38	6.666666666666667e-05	0	0	0
MHLIDFIL_00040	Thiamine thiazole synthase	U00096.2	44180	45466	39	6.666666666666667e-05	0	0	0
MHLIDFIL_00041	Ferredoxin-like protein FixX	U00096.2	45463	45750	40	6.666666666666667e-05	0	0	0
MHLIDFIL_00042	Inner membrane metabolite transport protein YgcS	U00096.2	45807	47138	41	6.666666666666667e-05	0	0	0
MHLIDFIL_00043	Glutathione-regulated potassium-efflux system ancillary protein KefF	U00096.2	47246	47776	42	6.666666666666667e-05	0	0	0
MHLIDFIL_00044	Glutathione-regulated potassium-efflux system protein KefC	U00096.2	47769	49631	43	6.666666666666667e-05	0	0	0
